Bill number,Supplier,Transaction date,Due date,Supplier invoice number,Amounts are,Item,Description,Account No.,No. of Unit,Unit Price,Discount %,Amount ($),Tax code,Tax amount ($),Job No.,Job name
6266308,Bremick Fasteners,########,########,6266308,Tax exclusive,,,5-1445,1,167.11,,167.11,GST,16.71,,
6265675,Bremick Fasteners,########,########,6265675,Tax exclusive,,,5-1445,1,292.89,,292.89,GST,29.29,,
132-50321,Mark Schmitz*,########,########,132-50321,Tax exclusive,,Flooring installation,5-1445,1,"1,479.94",,"1,479.94",N-T,0,,
87008,Advance Metal Industries Aust.,########,########,87008,Tax exclusive,,,5-1445,1,265.15,,265.15,GST,26.52,,
16-50423,Nick Burke,########,########,16-50423,Tax exclusive,,,5-1445,1,"4,179.89",,"4,179.89",GST,417.99,,
26.02.24,National Tiles,########,########,26.02.24,Tax exclusive,,Statement dated 26.02.24,5-1445,1,"22,955.13",,"22,955.13",GST,"2,295.51",,
85133-1,Watkins Electrical,########,########,85133-1,Tax exclusive,,Fitted 8 x 7 plug tops,5-1445,1,105.9,,105.9,GST,10.59,,
1085,A & I Transport,########,########,1085,Tax exclusive,,Tile delivery,5-1438,1,"1,150.00",,"1,150.00",GST,115,,
996404922,Cars Plus Mechanical,########,########,9.96E+08,Tax exclusive,,Service. 20775KM,6-1863,1,253.64,,253.64,GST,25.36,,
383499,Services Australia,########,########,383499,Tax exclusive,,Rod Hamilton - February,2-2100,1,735.02,,735.02,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Kyle Aitcheson,2-1383,1,437.94,,437.94,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Craig Bastin - $600 Salary Sacrifice,2-1383,1,"1,256.16",,"1,256.16",N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Lisa Bayliss,2-1383,1,512.8,,512.8,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Collin Behrendorff,2-1383,1,919.21,,919.21,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Shane Blackburn,2-1383,1,484.88,,484.88,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Ethan Borsboom,2-1383,1,442.81,,442.81,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Joel Carmichael,2-1383,1,405.42,,405.42,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Shane Chapman,2-1383,1,484.88,,484.88,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Luke Cleaver,2-1383,1,637.2,,637.2,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Leon Condie,2-1383,1,592.71,,592.71,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Jeffrey Covill,2-1383,1,675.19,,675.19,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Jillian Cowley,2-1383,1,592.38,,592.38,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Garth Cremor,2-1383,1,564.01,,564.01,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Darrin Defty,2-1383,1,458.13,,458.13,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Marie Defty,2-1383,1,634.52,,634.52,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Matthew Duffy,2-1383,1,468.16,,468.16,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Roland Edwards,2-1383,1,504.28,,504.28,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Brent Firth-Meldrum,2-1383,1,"1,801.23",,"1,801.23",N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Benjamin Fox,2-1383,1,592.22,,592.22,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Stephen Frewen-Lord,2-1383,1,528.68,,528.68,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Graham Gensch,2-1383,1,649,,649,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Bradley Gillard,2-1383,1,625.65,,625.65,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Rod Hamilton,2-1383,1,527.49,,527.49,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Megan Hill -,2-1383,1,592.22,,592.22,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Sam Hill -,2-1383,1,"1,291.43",,"1,291.43",N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Stephen Hill,2-1383,1,330,,330,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Rodney Kelly,2-1383,1,516.64,,516.64,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Gerard Keygan - $200 Salary Sacrifice,2-1383,1,815.96,,815.96,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Janet Kolasa,2-1383,1,607.1,,607.1,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Aaron Krohn,2-1383,1,820.12,,820.12,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Taviria Kura (Tom),2-1383,1,385.41,,385.41,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Moyle Manu,2-1383,1,635.65,,635.65,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Peter McMaster,2-1383,1,703.62,,703.62,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Daniel Meldrum,2-1383,1,811.69,,811.69,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Chris Merrison,2-1383,1,623.85,,623.85,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Jayden Pobke,2-1383,1,456.53,,456.53,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Ben Redzimski,2-1383,1,930.64,,930.64,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Erin Rogers,2-1383,1,522.86,,522.86,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Shane Roka,2-1383,1,467.89,,467.89,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Shane Shovelling,2-1383,1,492.52,,492.52,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Daniel Smith,2-1383,1,"1,124.59",,"1,124.59",N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,George Tziarkas - $1000 Salary Sacrifice,2-1383,1,"1,865.57",,"1,865.57",N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Sam Whatman,2-1383,1,459.48,,459.48,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Mark Williams - $1050 Salary Sacrifice,2-1383,1,"1,681.88",,"1,681.88",N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Jacob Wilson,2-1383,1,429.85,,429.85,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Jaxon Woods,2-1383,1,427.65,,427.65,N-T,0,,
383507,Australian Super,########,########,383507,Tax exclusive,,Adam Young,2-1383,1,726,,726,N-T,0,,
21-50817,Darren Kennedy,########,########,21-50817,Tax exclusive,,Floor Installations,5-1445,1,"2,946.96",,"2,946.96",GST,294.7,,
CAR24/0062,FCRC,########,########,CAR24/0062,Tax exclusive,,,5-1439,1,480,,480,GST,48,,
9576,FCRC,########,########,9576,Tax exclusive,,,6-2024,1,11.73,,11.73,GST,1.17,,
482,Pups Concreting,########,########,482,Tax exclusive,,23 Jindera court,5-1445,1,"3,636.36",,"3,636.36",GST,363.64,,
485,Pups Concreting,########,########,485,Tax exclusive,,Ben Cakurs,5-1445,1,"3,636.36",,"3,636.36",GST,363.64,,
484,Pups Concreting,########,########,484,Tax exclusive,,Tiff Wardleys,5-1445,1,"3,181.82",,"3,181.82",GST,318.18,,
6268489,Bremick Fasteners,########,########,6268489,Tax exclusive,,,5-1445,1,658.65,,658.65,GST,65.86,,
6269776,Bremick Fasteners,########,########,6269776,Tax exclusive,,,5-1445,1,330.56,,330.56,GST,33.06,,
24033,River Heads Flooring,########,########,24033,Tax exclusive,,Flooring installation,5-1445,1,420,,420,GST,42,,
24032,River Heads Flooring,########,########,24032,Tax exclusive,,Flooring installation,5-1445,1,"2,486.02",,"2,486.02",GST,248.6,,
10367,Admired Flooring,########,########,10367,Tax exclusive,,,5-1445,1,"1,840.70",,"1,840.70",GST,184.07,,
10361,Admired Flooring,########,########,10361,Tax exclusive,,,5-1445,1,"1,840.70",,"1,840.70",GST,184.07,,
36150,FBHS (Aust) Pty Ltd,########,########,36150,Tax exclusive,,Terry Hewson,5-1439,1,179.05,,179.05,GST,17.91,,
36298,FBHS (Aust) Pty Ltd,########,########,36298,Tax exclusive,,Paul SDtammers,5-1439,1,223.88,,223.88,GST,22.39,,
36121,FBHS (Aust) Pty Ltd,########,########,36121,Tax exclusive,,Rodney Dennien,5-1439,1,310.12,,310.12,GST,31.01,,
36337,FBHS (Aust) Pty Ltd,########,########,36337,Tax exclusive,,Vicki Woolford,5-1439,1,439.68,,439.68,GST,43.97,,
36205,FBHS (Aust) Pty Ltd,########,########,36205,Tax exclusive,,Raymond Bosel,5-1439,1,310.54,,310.54,GST,31.05,,
R24099,Coast Wide Certification,########,########,R24099,Tax exclusive,,52 Pohlmann road,5-1439,1,863.64,,863.64,GST,86.36,,
R24098,Coast Wide Certification,########,########,R24098,Tax exclusive,,3 Hillrise court,5-1439,1,777.27,,777.27,GST,77.73,,
R24102,Coast Wide Certification,########,########,R24102,Tax exclusive,,1 Eagle close,5-1439,1,863.64,,863.64,GST,86.36,,
R24112,Coast Wide Certification,########,########,R24112,Tax exclusive,,24 Greenway court,5-1439,1,777.27,,777.27,GST,77.73,,
20247904,Rapid Building Approval,########,########,20247904,Tax exclusive,,Lot 38 (U38/1) Links court,5-1439,1,722.73,,722.73,GST,72.27,,
31068,Automated Security,########,########,31068,Tax exclusive,,Carry out quaterley service on automated doors,5-1445,1,150,,150,GST,15,,
87068,Advance Metal Industries Aust.,########,########,87068,Tax exclusive,,,5-1445,1,307.4,,307.4,GST,30.74,,
ADG3961185,C & L Kertland Pty Ltd,########,########,ADG3961185,Tax exclusive,,Matt Thompson,5-1445,1,"4,720.91",,"4,720.91",GST,472.09,,
80,The France Family Trust,########,########,80,Tax exclusive,,Flooring Installations,5-1442,1,876.24,,876.24,N-T,0,,
57,Michael Avery,########,########,57,Tax exclusive,,Floor Installations,5-1442,1,"1,611.00",,"1,611.00",GST,161.1,,
17-50469,Shawn Hills,########,########,17-50469,Tax exclusive,,Flooring installation,5-1442,1,"2,038.19",,"2,038.19",N-T,0,,
1752,The Flooring Co,########,########,1752,Tax exclusive,,Flooring installation,5-1442,1,648.43,,648.43,GST,64.84,,
1753,The Flooring Co,########,########,1753,Tax exclusive,,Flooring installation,5-1442,1,"2,853.22",,"2,853.22",GST,285.32,,
2502-501064,Briggs Clarken,########,########,2502-501064,Tax exclusive,,Installations,5-1442,1,"2,383.90",,"2,383.90",GST,238.39,,
818,Warwicks Carpets Pty Ltd,########,########,818,Tax exclusive,,Carpet Installations,5-1442,1,"1,069.09",,"1,069.09",GST,106.91,,
7366311,Cleanaway Noosaville,########,########,7366311,Tax exclusive,,Waste management,6-1926,1,892.21,,892.21,GST,89.22,,
384153,Bradnams +,########,########,384153,Tax exclusive,,February Statement,5-1445,1,"10,466.87",,"10,466.87",GST,"1,046.69",,
384154,Intex Concepts,########,########,384154,Tax exclusive,,February Statement,5-1445,1,"25,816.49",,"25,816.49",GST,"2,581.65",,
384155,BJ Security,########,########,384155,Tax exclusive,,February Statement,5-1445,1,"52,121.34",,"52,121.34",GST,"5,212.13",,
384156,Hervey Bay Pelican Freight,########,########,384156,Tax exclusive,,February Statement,5-1445,1,"12,614.60",,"12,614.60",GST,"1,261.46",,
384157,Aluminium Speciaties,########,########,384157,Tax exclusive,,February Statement,5-1445,1,"3,250.75",,"3,250.75",GST,325.07,,
384158,Southern Cross Austereo National Tiles,########,########,384158,Tax exclusive,,February Statement,6-1448,1,"1,764.00",,"1,764.00",GST,176.4,,
384159,Samios Plumbing Supplies,########,########,384159,Tax exclusive,,February Statement,5-1445,1,"3,287.17",,"3,287.17",GST,328.72,,
384160,Handy Hire +,########,########,384160,Tax exclusive,,February Statement,6-1508,1,340,,340,GST,34,,
384161,Pacific Wholesale Distributors,########,########,384161,Tax exclusive,,February Statement,5-1445,1,"37,774.79",,"37,774.79",GST,"3,777.48",,
384162,Vulcan Steel,########,########,384162,Tax exclusive,,February Statement,5-1445,1,972.82,,972.82,GST,97.28,,
384163,Stramit (Taurean 24864),########,########,384163,Tax exclusive,,February Statement,5-1445,1,########,,########,GST,"27,840.43",,
384164,Office National,########,########,384164,Tax exclusive,,February Statement,6-1966,1,184.08,,184.08,GST,18.41,,
384165,Stramit Building Products,########,########,384165,Tax exclusive,,February Statement,5-1445,1,"1,057.50",,"1,057.50",GST,105.75,,
94,UHI Investments Pty Ltd,########,########,94,Tax exclusive,,Shed Commissions February,5-1439,1,"5,346.55",,"5,346.55",GST,534.65,,
384225,BEMEKO Pty Ltd,########,########,384225,Tax exclusive,,Shed Commissions February,5-1439,1,"5,346.55",,"5,346.55",GST,534.65,,
384266,Suntex Pty. Ltd. +,########,########,384266,Tax exclusive,,February Statement,5-1445,1,"29,544.85",,"29,544.85",GST,"2,954.48",,
384287,News Corp Australia,########,########,384287,Tax exclusive,,Digital Advertising Blinds & Flooring February Statement,6-1450,1,"3,596.40",,"3,596.40",GST,359.64,,
384367,Southern Cross Austereo,########,########,384367,Tax exclusive,,February Statement,6-1448,1,650,,650,GST,65,,
384368,Stratco (Qld) Pty. Ltd. +,########,########,384368,Tax exclusive,,February Statement,5-1445,1,########,,########,GST,"10,379.83",,
384370,Fraser Coast Bolts,########,########,384370,Tax exclusive,,February Statement,5-1445,1,"2,098.85",,"2,098.85",GST,209.88,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1821,1,598.36,,598.36,GST,59.84,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1666,1,476.73,,476.73,GST,47.67,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1825,1,534.81,,534.81,GST,53.48,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1829,1,167.03,,167.03,GST,16.7,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1833,1,"1,027.67",,"1,027.67",GST,102.77,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1837,1,388.87,,388.87,GST,38.89,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1841,1,490.78,,490.78,GST,49.08,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1780,1,327.22,,327.22,GST,32.72,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1684,1,199.89,,199.89,GST,19.99,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1717,1,2.68,,2.68,GST,0.27,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1766,1,402.56,,402.56,GST,40.26,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1774,1,79.52,,79.52,GST,7.95,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1758,1,680.61,,680.61,GST,68.06,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1805,1,567.45,,567.45,GST,56.75,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1789,1,352.36,,352.36,GST,35.24,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1845,1,310.65,,310.65,GST,31.06,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1729,1,128.66,,128.66,GST,12.87,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1737,1,340.75,,340.75,GST,34.08,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1809,1,480.93,,480.93,GST,48.09,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1857,1,308.95,,308.95,GST,30.89,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1793,1,157.49,,157.49,GST,15.75,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1797,1,350.01,,350.01,GST,35,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1853,1,327.08,,327.08,GST,32.71,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1770,1,447.93,,447.93,GST,44.79,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1785,1,147.44,,147.44,GST,14.74,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1813,1,450.68,,450.68,GST,45.07,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1801,1,205.92,,205.92,GST,20.59,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1817,1,408.27,,408.27,GST,40.83,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1674,1,211.45,,211.45,GST,21.14,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1861,1,469.81,,469.81,GST,46.98,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1865,1,302.44,,302.44,GST,30.24,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1662,1,2.68,,2.68,GST,0.27,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1632,1,346.54,,346.54,GST,34.65,,
384371,BP Aust,########,########,384371,Tax exclusive,,101.85,6-1725,1,522.84,,522.84,GST,52.28,,
384372,Byrne Bros +,########,########,384372,Tax exclusive,,February Statement,5-1445,1,"1,690.35",,"1,690.35",GST,169.03,,
382318,C & L Kertland Pty Ltd,########,########,382318,Tax exclusive,,Monthly Rebate,5-1445,1,"2,727.27",,"2,727.27",GST,272.73,,
382319,S & L Hill Super Fund - Macquarie Super,########,########,382319,Tax exclusive,,Rent March,6-1985,1,"6,345.45",,"6,345.45",GST,634.55,,
382319,S & L Hill Super Fund - Macquarie Super,########,########,382319,Tax exclusive,,Rent March,6-1981,1,"15,000.00",,"15,000.00",GST,"1,500.00",,
382320,Stephen Hill,########,########,382320,Tax exclusive,,March Dividend,3-1396,1,"15,000.00",,"15,000.00",N-T,0,,
382321,Lyn Hill,########,########,382321,Tax exclusive,,Dividend March,3-1396,1,"15,000.00",,"15,000.00",N-T,0,,
382322,BEMEKO Pty Ltd,########,########,382322,Tax exclusive,,Dividend March,3-1396,1,"10,000.00",,"10,000.00",N-T,0,,
382323,UHI Investments Pty Ltd,########,########,382323,Tax exclusive,,Dividend March,3-1396,1,"10,000.00",,"10,000.00",N-T,0,,
90,Daniel Gunn,########,########,90,Tax exclusive,,Flooring installation,5-1445,1,516.02,,516.02,N-T,0,,
6285667,Bremick Fasteners,########,########,6285667,Tax exclusive,,,5-1445,1,77.41,,77.41,GST,7.74,,
6271234,Bremick Fasteners,########,########,6271234,Tax exclusive,,,5-1445,1,340.52,,340.52,GST,34.05,,
6269976,Bremick Fasteners,########,########,6269976,Tax exclusive,,,5-1445,1,385.08,,385.08,GST,38.51,,
6267990,Bremick Fasteners,########,########,6267990,Tax exclusive,,,5-1445,1,720.61,,720.61,GST,72.06,,
487,Pups Concreting,########,########,487,Tax exclusive,,Tiff Wardleys,5-1445,1,"1,784.55",,"1,784.55",GST,178.45,,
488,Pups Concreting,########,########,488,Tax exclusive,,Ben Cakurs,5-1445,1,"3,727.27",,"3,727.27",GST,372.73,,
CAR24/0068,FCRC,########,########,CAR24/0068,Tax exclusive,,,5-1439,1,480,,480,GST,48,,
CAR24/0052,FCRC,########,########,CAR24/0052,Tax exclusive,,,5-1439,1,480,,480,GST,48,,
20247733,Rapid Building Approval,########,########,20247733,Tax exclusive,,,5-1439,1,722.73,,722.73,GST,72.27,,
20247912,Rapid Building Approval,########,########,20247912,Tax exclusive,,Lot 3 (38) Ann street,5-1439,1,922.73,,922.73,GST,92.27,,
20247933,Rapid Building Approval,########,########,20247933,Tax exclusive,,Lot 4 (3) raven street,5-1439,1,722.73,,722.73,GST,72.27,,
ADG3961187,C & L Kertland Pty Ltd,########,########,ADG3961187,Tax exclusive,,3 Neroli court,5-1445,1,"3,818.18",,"3,818.18",GST,381.82,,
1552,Write On Signs,########,########,1552,Tax exclusive,,Van Graohics UHI22,5-1445,1,"4,660.00",,"4,660.00",GST,466,,
806,Henzells Agency Pty Ltd,########,########,806,Tax exclusive,,Rent 01.04.24-30.04.24,6-1921,1,"6,117.82",,"6,117.82",GST,611.78,,
36,Hervey Bay Concreting,########,########,36,Tax exclusive,,Watermans way,5-1445,1,"10,640.00",,"10,640.00",GST,"1,064.00",,
